countyfips,buyer_county,buyer_state,year,total_pills
08029,DELTA,CO,2007,1292700
08029,DELTA,CO,2008,1537360
08029,DELTA,CO,2009,1504630
08029,DELTA,CO,2010,1404500
08029,DELTA,CO,2011,1494920
08029,DELTA,CO,2012,1509040
08029,DELTA,CO,2013,1300380
08029,DELTA,CO,2014,1324060
26041,DELTA,MI,2006,1230340
26041,DELTA,MI,2007,1354430
26041,DELTA,MI,2008,1492220
26041,DELTA,MI,2009,1528310
26041,DELTA,MI,2010,1823994
26041,DELTA,MI,2011,2242620
26041,DELTA,MI,2012,2354630
26041,DELTA,MI,2013,2269240
26041,DELTA,MI,2014,2385260
48119,DELTA,TX,2006,60830
48119,DELTA,TX,2007,39230
48119,DELTA,TX,2010,19100
48119,DELTA,TX,2011,171810
48119,DELTA,TX,2012,199150
48119,DELTA,TX,2013,168500
48119,DELTA,TX,2014,127060
02068,DENALI,AK,2006,2500
02068,DENALI,AK,2007,3500
02068,DENALI,AK,2012,1000
29065,DENT,MO,2006,661500
29065,DENT,MO,2007,761920
29065,DENT,MO,2008,874120
29065,DENT,MO,2009,964660
29065,DENT,MO,2010,1024400
29065,DENT,MO,2011,1112480
29065,DENT,MO,2012,1161770
29065,DENT,MO,2013,1195900
29065,DENT,MO,2014,1243210
48121,DENTON,TX,2006,12283740
48121,DENTON,TX,2007,14270040
48121,DENTON,TX,2008,15787730
48121,DENTON,TX,2009,17194572
48121,DENTON,TX,2010,18193978
48121,DENTON,TX,2011,20857180
48121,DENTON,TX,2012,21061515
48121,DENTON,TX,2013,20855535
48121,DENTON,TX,2014,19823960
08031,DENVER,CO,2006,7737831
08031,DENVER,CO,2007,9051348
08031,DENVER,CO,2008,9980320
08031,DENVER,CO,2009,11065845.25
08031,DENVER,CO,2010,11962630
08031,DENVER,CO,2011,13156270
08031,DENVER,CO,2012,13689293
08031,DENVER,CO,2013,12725903
08031,DENVER,CO,2014,12327550
19057,DES MOINES,IA,2006,1145500
19057,DES MOINES,IA,2007,1305530
19057,DES MOINES,IA,2008,1477950
19057,DES MOINES,IA,2009,1571940
19057,DES MOINES,IA,2010,1663650
19057,DES MOINES,IA,2011,1801400
19057,DES MOINES,IA,2012,1869130
19057,DES MOINES,IA,2013,1873430
19057,DES MOINES,IA,2014,1735825
41017,DESCHUTES,OR,2006,5394565
41017,DESCHUTES,OR,2007,6121962
41017,DESCHUTES,OR,2008,6580990
41017,DESCHUTES,OR,2009,6504650
41017,DESCHUTES,OR,2010,7022225
41017,DESCHUTES,OR,2011,7494855
41017,DESCHUTES,OR,2012,7808248
41017,DESCHUTES,OR,2013,7946045
41017,DESCHUTES,OR,2014,8096295
05041,DESHA,AR,2006,332710
05041,DESHA,AR,2007,405270
05041,DESHA,AR,2008,435760
05041,DESHA,AR,2009,479490
05041,DESHA,AR,2010,539980
05041,DESHA,AR,2011,622360
05041,DESHA,AR,2012,716040
05041,DESHA,AR,2013,654870
05041,DESHA,AR,2014,716730
28033,DESOTO,MS,2006,3636852
28033,DESOTO,MS,2007,4248380
28033,DESOTO,MS,2008,4945880
28033,DESOTO,MS,2009,5710630
28033,DESOTO,MS,2010,6088624
28033,DESOTO,MS,2011,6705160
28033,DESOTO,MS,2012,6813248
28033,DESOTO,MS,2013,6486220
28033,DESOTO,MS,2014,6391650
31049,DEUEL,NE,2006,29700
31049,DEUEL,NE,2007,34200
31049,DEUEL,NE,2008,32700
31049,DEUEL,NE,2009,29300
31049,DEUEL,NE,2010,37400
31049,DEUEL,NE,2011,34000
31049,DEUEL,NE,2012,41200
31049,DEUEL,NE,2013,39600
31049,DEUEL,NE,2014,36900
46039,DEUEL,SD,2006,30900
46039,DEUEL,SD,2007,28700
46039,DEUEL,SD,2008,36200
46039,DEUEL,SD,2009,47720
46039,DEUEL,SD,2010,48300
46039,DEUEL,SD,2011,57500
46039,DEUEL,SD,2012,47260
46039,DEUEL,SD,2013,43400
46039,DEUEL,SD,2014,40600
40043,DEWEY,OK,2006,71900
40043,DEWEY,OK,2007,86770
40043,DEWEY,OK,2008,91820
40043,DEWEY,OK,2009,138070
40043,DEWEY,OK,2010,164250
40043,DEWEY,OK,2011,222900
40043,DEWEY,OK,2012,396890
40043,DEWEY,OK,2013,248480
40043,DEWEY,OK,2014,233780
46041,DEWEY,SD,2011,200
46041,DEWEY,SD,2012,7800
46041,DEWEY,SD,2013,14700
46041,DEWEY,SD,2014,24200
17039,DEWITT,IL,2006,209800
17039,DEWITT,IL,2007,277430
17039,DEWITT,IL,2008,316900
17039,DEWITT,IL,2009,376500
17039,DEWITT,IL,2010,465600
17039,DEWITT,IL,2011,530500
17039,DEWITT,IL,2012,563400
17039,DEWITT,IL,2013,591840
17039,DEWITT,IL,2014,561710
48125,DICKENS,TX,2006,41200
48125,DICKENS,TX,2007,46620
48125,DICKENS,TX,2008,50600
48125,DICKENS,TX,2009,53220
48125,DICKENS,TX,2010,58500
48125,DICKENS,TX,2011,60730
48125,DICKENS,TX,2012,51530
48125,DICKENS,TX,2013,63720
48125,DICKENS,TX,2014,60360
51051,DICKENSON,VA,2006,1703290
51051,DICKENSON,VA,2007,1822660
51051,DICKENSON,VA,2008,1656180
51051,DICKENSON,VA,2009,1778310
51051,DICKENSON,VA,2010,1931450
51051,DICKENSON,VA,2011,2400330
51051,DICKENSON,VA,2012,2305380
51051,DICKENSON,VA,2013,2581950
51051,DICKENSON,VA,2014,2624440
38021,DICKEY,ND,2006,43100
38021,DICKEY,ND,2007,61300
38021,DICKEY,ND,2008,65100
38021,DICKEY,ND,2009,59900
38021,DICKEY,ND,2010,85470
38021,DICKEY,ND,2011,120750
38021,DICKEY,ND,2012,135300
38021,DICKEY,ND,2013,150090
38021,DICKEY,ND,2014,141000
19059,DICKINSON,IA,2006,240100
19059,DICKINSON,IA,2007,297790
19059,DICKINSON,IA,2008,324420
19059,DICKINSON,IA,2009,385600
19059,DICKINSON,IA,2010,411400
19059,DICKINSON,IA,2011,472000
19059,DICKINSON,IA,2012,462530
19059,DICKINSON,IA,2013,482700
19059,DICKINSON,IA,2014,476200
20041,DICKINSON,KS,2006,333800
20041,DICKINSON,KS,2007,403050
20041,DICKINSON,KS,2008,460420
20041,DICKINSON,KS,2009,506530
20041,DICKINSON,KS,2010,538620
20041,DICKINSON,KS,2011,615160
20041,DICKINSON,KS,2012,637920
20041,DICKINSON,KS,2013,642830
20041,DICKINSON,KS,2014,654770
26043,DICKINSON,MI,2006,1131860
26043,DICKINSON,MI,2007,1259750
26043,DICKINSON,MI,2008,1470690
26043,DICKINSON,MI,2009,1626980
26043,DICKINSON,MI,2010,1611000
26043,DICKINSON,MI,2011,1767480
26043,DICKINSON,MI,2012,1884550
26043,DICKINSON,MI,2013,1876400
26043,DICKINSON,MI,2014,1937260
47043,DICKSON,TN,2006,2048970
47043,DICKSON,TN,2007,2261750
47043,DICKSON,TN,2008,2393680
47043,DICKSON,TN,2009,2790940
47043,DICKSON,TN,2010,3138250
47043,DICKSON,TN,2011,3456170
47043,DICKSON,TN,2012,3693210
47043,DICKSON,TN,2013,3832450
47043,DICKSON,TN,2014,3855130
45033,DILLON,SC,2006,1297550
45033,DILLON,SC,2007,1494460
45033,DILLON,SC,2008,1479710
45033,DILLON,SC,2009,1734800
45033,DILLON,SC,2010,1966330
45033,DILLON,SC,2011,2155150
45033,DILLON,SC,2012,2184545
45033,DILLON,SC,2013,2106940
45033,DILLON,SC,2014,2224070
48127,DIMMIT,TX,2006,174780
48127,DIMMIT,TX,2007,215600
48127,DIMMIT,TX,2008,269360
48127,DIMMIT,TX,2009,321000
48127,DIMMIT,TX,2010,376500
48127,DIMMIT,TX,2011,477600
48127,DIMMIT,TX,2012,529300
48127,DIMMIT,TX,2013,480540
48127,DIMMIT,TX,2014,487900
51053,DINWIDDIE,VA,2006,97200
51053,DINWIDDIE,VA,2007,112660
51053,DINWIDDIE,VA,2008,101300
51053,DINWIDDIE,VA,2009,98400
51053,DINWIDDIE,VA,2010,127400
51053,DINWIDDIE,VA,2011,113200
51053,DINWIDDIE,VA,2012,149250
51053,DINWIDDIE,VA,2013,131560
51053,DINWIDDIE,VA,2014,129000
11001,DISTRICT OF COLUMBIA,DC,2006,6577630
11001,DISTRICT OF COLUMBIA,DC,2007,8403105
11001,DISTRICT OF COLUMBIA,DC,2008,7618060
11001,DISTRICT OF COLUMBIA,DC,2009,8192750
11001,DISTRICT OF COLUMBIA,DC,2010,8796900
11001,DISTRICT OF COLUMBIA,DC,2011,9360370
11001,DISTRICT OF COLUMBIA,DC,2012,9086760
11001,DISTRICT OF COLUMBIA,DC,2013,9060730
11001,DISTRICT OF COLUMBIA,DC,2014,8599410
38023,DIVIDE,ND,2006,22600
38023,DIVIDE,ND,2007,30500
38023,DIVIDE,ND,2008,35600
38023,DIVIDE,ND,2009,34900
38023,DIVIDE,ND,2010,34300
38023,DIVIDE,ND,2011,46700
38023,DIVIDE,ND,2012,58500
38023,DIVIDE,ND,2013,57600
38023,DIVIDE,ND,2014,48800
12029,DIXIE,FL,2006,336400
12029,DIXIE,FL,2007,326400
12029,DIXIE,FL,2008,311330
12029,DIXIE,FL,2009,294300
12029,DIXIE,FL,2010,274900
12029,DIXIE,FL,2011,241190
12029,DIXIE,FL,2012,272600
12029,DIXIE,FL,2013,288000
12029,DIXIE,FL,2014,294530
31051,DIXON,NE,2006,12300
31051,DIXON,NE,2007,21500
31051,DIXON,NE,2008,19600
31051,DIXON,NE,2009,19600
31051,DIXON,NE,2010,23100
31051,DIXON,NE,2011,21900
31051,DIXON,NE,2012,23200
31051,DIXON,NE,2013,21600
31051,DIXON,NE,2014,16500
54017,DODDRIDGE,WV,2006,111900
54017,DODDRIDGE,WV,2007,112600
54017,DODDRIDGE,WV,2008,114700
54017,DODDRIDGE,WV,2009,142130
54017,DODDRIDGE,WV,2010,150400
54017,DODDRIDGE,WV,2011,158300
54017,DODDRIDGE,WV,2012,171760
54017,DODDRIDGE,WV,2013,174500
54017,DODDRIDGE,WV,2014,153100
13091,DODGE,GA,2006,878810
13091,DODGE,GA,2007,1007870
13091,DODGE,GA,2008,1128860
13091,DODGE,GA,2009,1066740
13091,DODGE,GA,2010,1180120
13091,DODGE,GA,2011,1346460
13091,DODGE,GA,2012,1338140
13091,DODGE,GA,2013,1322280
13091,DODGE,GA,2014,1287690
27039,DODGE,MN,2006,68200
27039,DODGE,MN,2007,85200
27039,DODGE,MN,2008,83340
27039,DODGE,MN,2009,90600
27039,DODGE,MN,2010,113500
27039,DODGE,MN,2011,116900
27039,DODGE,MN,2012,116700
27039,DODGE,MN,2013,122700
27039,DODGE,MN,2014,121500
31053,DODGE,NE,2006,1373840
31053,DODGE,NE,2007,1137130
31053,DODGE,NE,2008,1227600
31053,DODGE,NE,2009,1286750
31053,DODGE,NE,2010,1375820
31053,DODGE,NE,2011,1478700
31053,DODGE,NE,2012,1527420
31053,DODGE,NE,2013,1552750
31053,DODGE,NE,2014,1589930
55027,DODGE,WI,2006,1451180
55027,DODGE,WI,2007,1781680
55027,DODGE,WI,2008,1931410
55027,DODGE,WI,2009,2064080
55027,DODGE,WI,2010,2140800
55027,DODGE,WI,2011,2234150
55027,DODGE,WI,2012,2409940
55027,DODGE,WI,2013,2434720
55027,DODGE,WI,2014,2519890
35013,DONA ANA,NM,2006,3247718
35013,DONA ANA,NM,2007,3788915
35013,DONA ANA,NM,2008,4396945
35013,DONA ANA,NM,2009,5064965
35013,DONA ANA,NM,2010,5570820
35013,DONA ANA,NM,2011,6954814
35013,DONA ANA,NM,2012,5938455
35013,DONA ANA,NM,2013,4468370
35013,DONA ANA,NM,2014,4226860
48129,DONLEY,TX,2006,81700
48129,DONLEY,TX,2007,78900
48129,DONLEY,TX,2008,75730
48129,DONLEY,TX,2009,85100
48129,DONLEY,TX,2010,96500
48129,DONLEY,TX,2011,130400
48129,DONLEY,TX,2012,130000
48129,DONLEY,TX,2013,121000
48129,DONLEY,TX,2014,121000
13093,DOOLY,GA,2006,118700
13093,DOOLY,GA,2007,98870
13093,DOOLY,GA,2008,107960
13093,DOOLY,GA,2009,92580
13093,DOOLY,GA,2010,154700
13093,DOOLY,GA,2011,140500
13093,DOOLY,GA,2012,143180
13093,DOOLY,GA,2013,176870
13093,DOOLY,GA,2014,199380
55029,DOOR,WI,2006,725720
55029,DOOR,WI,2007,788730
55029,DOOR,WI,2008,821860
55029,DOOR,WI,2009,805400
55029,DOOR,WI,2010,828520
55029,DOOR,WI,2011,928600
55029,DOOR,WI,2012,902720
55029,DOOR,WI,2013,824230
55029,DOOR,WI,2014,806680
24019,DORCHESTER,MD,2006,755100
24019,DORCHESTER,MD,2007,807550
24019,DORCHESTER,MD,2008,853400
24019,DORCHESTER,MD,2009,853360
24019,DORCHESTER,MD,2010,864100
24019,DORCHESTER,MD,2011,944080
24019,DORCHESTER,MD,2012,884850
24019,DORCHESTER,MD,2013,824310
24019,DORCHESTER,MD,2014,869760
45035,DORCHESTER,SC,2006,3235420
45035,DORCHESTER,SC,2007,3922670
45035,DORCHESTER,SC,2008,4497590
45035,DORCHESTER,SC,2009,5140360
45035,DORCHESTER,SC,2010,5462830
45035,DORCHESTER,SC,2011,6279750
45035,DORCHESTER,SC,2012,6812920
45035,DORCHESTER,SC,2013,6588990
45035,DORCHESTER,SC,2014,6880200
13095,DOUGHERTY,GA,2006,1928410
13095,DOUGHERTY,GA,2007,2140780
13095,DOUGHERTY,GA,2008,2430990
13095,DOUGHERTY,GA,2009,2857779.5
13095,DOUGHERTY,GA,2010,3151140
13095,DOUGHERTY,GA,2011,3548220
13095,DOUGHERTY,GA,2012,3637000
13095,DOUGHERTY,GA,2013,3539650
13095,DOUGHERTY,GA,2014,3523740
08035,DOUGLAS,CO,2006,4138435
08035,DOUGLAS,CO,2007,4850230
08035,DOUGLAS,CO,2008,5304680
08035,DOUGLAS,CO,2009,5783330
08035,DOUGLAS,CO,2010,6024770
08035,DOUGLAS,CO,2011,6327270
08035,DOUGLAS,CO,2012,6629080
08035,DOUGLAS,CO,2013,6277640
08035,DOUGLAS,CO,2014,6049405
13097,DOUGLAS,GA,2006,3690105
13097,DOUGLAS,GA,2007,4223700
13097,DOUGLAS,GA,2008,4808740
13097,DOUGLAS,GA,2009,5425840
13097,DOUGLAS,GA,2010,5755730
13097,DOUGLAS,GA,2011,6761234
13097,DOUGLAS,GA,2012,5900570
13097,DOUGLAS,GA,2013,5566360
13097,DOUGLAS,GA,2014,5665450
17041,DOUGLAS,IL,2006,253500
17041,DOUGLAS,IL,2007,309700
17041,DOUGLAS,IL,2008,343320
17041,DOUGLAS,IL,2009,369440
17041,DOUGLAS,IL,2010,407690
17041,DOUGLAS,IL,2011,515080
17041,DOUGLAS,IL,2012,602090
17041,DOUGLAS,IL,2013,600220
17041,DOUGLAS,IL,2014,558970
20045,DOUGLAS,KS,2006,2192510
20045,DOUGLAS,KS,2007,2570940
20045,DOUGLAS,KS,2008,2768460
20045,DOUGLAS,KS,2009,2902020
20045,DOUGLAS,KS,2010,3254600
20045,DOUGLAS,KS,2011,3467100
20045,DOUGLAS,KS,2012,3527230
20045,DOUGLAS,KS,2013,3412730
20045,DOUGLAS,KS,2014,3378490
27041,DOUGLAS,MN,2006,769030
27041,DOUGLAS,MN,2007,855400
27041,DOUGLAS,MN,2008,940120
27041,DOUGLAS,MN,2009,985100
27041,DOUGLAS,MN,2010,1048960
27041,DOUGLAS,MN,2011,1159100
27041,DOUGLAS,MN,2012,1212090
27041,DOUGLAS,MN,2013,1208330
27041,DOUGLAS,MN,2014,1291320
29067,DOUGLAS,MO,2006,350400
29067,DOUGLAS,MO,2007,422000
29067,DOUGLAS,MO,2008,449760
29067,DOUGLAS,MO,2009,460360
29067,DOUGLAS,MO,2010,519650
29067,DOUGLAS,MO,2011,592710
29067,DOUGLAS,MO,2012,620740
29067,DOUGLAS,MO,2013,579780
29067,DOUGLAS,MO,2014,591700
31055,DOUGLAS,NE,2006,11287270
31055,DOUGLAS,NE,2007,11808453
31055,DOUGLAS,NE,2008,13004660
31055,DOUGLAS,NE,2009,14031510
31055,DOUGLAS,NE,2010,15003682
31055,DOUGLAS,NE,2011,16353534
31055,DOUGLAS,NE,2012,16695640
31055,DOUGLAS,NE,2013,16351480
31055,DOUGLAS,NE,2014,16800830
32005,DOUGLAS,NV,2006,1933100
32005,DOUGLAS,NV,2007,2135130
32005,DOUGLAS,NV,2008,2287560
32005,DOUGLAS,NV,2009,2417700
32005,DOUGLAS,NV,2010,2598890
32005,DOUGLAS,NV,2011,2793890
32005,DOUGLAS,NV,2012,2726720
32005,DOUGLAS,NV,2013,2652990
32005,DOUGLAS,NV,2014,2684490
41019,DOUGLAS,OR,2006,5409830
41019,DOUGLAS,OR,2007,5842610
41019,DOUGLAS,OR,2008,6098025
41019,DOUGLAS,OR,2009,6411665
41019,DOUGLAS,OR,2010,6904110
41019,DOUGLAS,OR,2011,7549940
41019,DOUGLAS,OR,2012,7263910
41019,DOUGLAS,OR,2013,6804330
41019,DOUGLAS,OR,2014,6706830
46043,DOUGLAS,SD,2006,31900
46043,DOUGLAS,SD,2007,30400
46043,DOUGLAS,SD,2008,37020
46043,DOUGLAS,SD,2009,48900
46043,DOUGLAS,SD,2010,57320
46043,DOUGLAS,SD,2011,62700
46043,DOUGLAS,SD,2012,75140
46043,DOUGLAS,SD,2013,79420
46043,DOUGLAS,SD,2014,60200
53017,DOUGLAS,WA,2006,953304
53017,DOUGLAS,WA,2007,1014232
53017,DOUGLAS,WA,2008,1074616
53017,DOUGLAS,WA,2009,1163000
53017,DOUGLAS,WA,2010,1221100
53017,DOUGLAS,WA,2011,1164800
53017,DOUGLAS,WA,2012,1160730
53017,DOUGLAS,WA,2013,1164520
53017,DOUGLAS,WA,2014,1110010
55031,DOUGLAS,WI,2006,1511670
55031,DOUGLAS,WI,2007,1671800
55031,DOUGLAS,WI,2008,1955500
55031,DOUGLAS,WI,2009,2087320
55031,DOUGLAS,WI,2010,2065180
55031,DOUGLAS,WI,2011,2006130
55031,DOUGLAS,WI,2012,2014220
55031,DOUGLAS,WI,2013,1960920
55031,DOUGLAS,WI,2014,1884460
05043,DREW,AR,2006,432200
05043,DREW,AR,2007,536100
05043,DREW,AR,2008,585900
05043,DREW,AR,2009,597700
05043,DREW,AR,2010,662180
05043,DREW,AR,2011,766530
05043,DREW,AR,2012,841900
05043,DREW,AR,2013,798500
05043,DREW,AR,2014,894730
18037,DUBOIS,IN,2006,1574730
18037,DUBOIS,IN,2007,1926150
18037,DUBOIS,IN,2008,2043800
18037,DUBOIS,IN,2009,2094340
18037,DUBOIS,IN,2010,2174010
18037,DUBOIS,IN,2011,2479600
18037,DUBOIS,IN,2012,2657860
18037,DUBOIS,IN,2013,2590580
18037,DUBOIS,IN,2014,2080010
19061,DUBUQUE,IA,2006,1561200
19061,DUBUQUE,IA,2007,1709520
19061,DUBUQUE,IA,2008,1955330
19061,DUBUQUE,IA,2009,2071290
19061,DUBUQUE,IA,2010,2449360
19061,DUBUQUE,IA,2011,2613590
19061,DUBUQUE,IA,2012,2655460
19061,DUBUQUE,IA,2013,2712920
19061,DUBUQUE,IA,2014,2682440
49013,DUCHESNE,UT,2006,510300
49013,DUCHESNE,UT,2007,554730
49013,DUCHESNE,UT,2008,630440
49013,DUCHESNE,UT,2009,718020
49013,DUCHESNE,UT,2010,769960
49013,DUCHESNE,UT,2011,820820
49013,DUCHESNE,UT,2012,887430
49013,DUCHESNE,UT,2013,872700
49013,DUCHESNE,UT,2014,918400
25007,DUKES,MA,2006,536600
25007,DUKES,MA,2007,612000
25007,DUKES,MA,2008,638750
25007,DUKES,MA,2009,631300
25007,DUKES,MA,2010,651560
25007,DUKES,MA,2011,625190
25007,DUKES,MA,2012,642050
25007,DUKES,MA,2013,625500
25007,DUKES,MA,2014,566950
31057,DUNDY,NE,2006,37600
31057,DUNDY,NE,2007,52700
31057,DUNDY,NE,2008,48100
31057,DUNDY,NE,2009,62200
31057,DUNDY,NE,2010,78000
31057,DUNDY,NE,2011,115100
31057,DUNDY,NE,2012,159300
31057,DUNDY,NE,2013,149700
31057,DUNDY,NE,2014,109800
29069,DUNKLIN,MO,2006,1744310
29069,DUNKLIN,MO,2007,2040110
29069,DUNKLIN,MO,2008,2386360
29069,DUNKLIN,MO,2009,2825440
29069,DUNKLIN,MO,2010,3402040
29069,DUNKLIN,MO,2011,3320750
29069,DUNKLIN,MO,2012,3470790
29069,DUNKLIN,MO,2013,3748300
29069,DUNKLIN,MO,2014,3699020
38025,DUNN,ND,2006,22800
38025,DUNN,ND,2007,20700
38025,DUNN,ND,2008,28800
38025,DUNN,ND,2009,32400
38025,DUNN,ND,2010,28900
38025,DUNN,ND,2011,34100
38025,DUNN,ND,2012,40300
38025,DUNN,ND,2013,40600
38025,DUNN,ND,2014,34630
55033,DUNN,WI,2006,487100
55033,DUNN,WI,2007,553750
55033,DUNN,WI,2008,663250
55033,DUNN,WI,2009,716890
55033,DUNN,WI,2010,857590
55033,DUNN,WI,2011,911230
55033,DUNN,WI,2012,1004460
55033,DUNN,WI,2013,883230
55033,DUNN,WI,2014,782580
17043,DUPAGE,IL,2006,14300569
17043,DUPAGE,IL,2007,13308176
17043,DUPAGE,IL,2008,14500917
17043,DUPAGE,IL,2009,16099015
17043,DUPAGE,IL,2010,20353637
17043,DUPAGE,IL,2011,22023079
17043,DUPAGE,IL,2012,22061212
17043,DUPAGE,IL,2013,22090030
17043,DUPAGE,IL,2014,21460620
37061,DUPLIN,NC,2006,1264390
37061,DUPLIN,NC,2007,1468470
37061,DUPLIN,NC,2008,1621480
37061,DUPLIN,NC,2009,1814715
37061,DUPLIN,NC,2010,2003180
37061,DUPLIN,NC,2011,2333910
37061,DUPLIN,NC,2012,2562100
37061,DUPLIN,NC,2013,2580520
37061,DUPLIN,NC,2014,2489450
37063,DURHAM,NC,2006,6108640
37063,DURHAM,NC,2007,6868184
37063,DURHAM,NC,2008,6786600
37063,DURHAM,NC,2009,7417095
37063,DURHAM,NC,2010,7535890
37063,DURHAM,NC,2011,8154430
37063,DURHAM,NC,2012,7962060
37063,DURHAM,NC,2013,7654740
37063,DURHAM,NC,2014,7550420
36027,DUTCHESS,NY,2006,6026875
36027,DUTCHESS,NY,2007,7391380
36027,DUTCHESS,NY,2008,8173830
36027,DUTCHESS,NY,2009,8810280
36027,DUTCHESS,NY,2010,9422890
36027,DUTCHESS,NY,2011,10057730
36027,DUTCHESS,NY,2012,10052310
36027,DUTCHESS,NY,2013,8910030
36027,DUTCHESS,NY,2014,8188550
12031,DUVAL,FL,2006,31491695
12031,DUVAL,FL,2007,35964282
12031,DUVAL,FL,2008,38727960
12031,DUVAL,FL,2009,44400355
12031,DUVAL,FL,2010,51968626
12031,DUVAL,FL,2011,50880248
12031,DUVAL,FL,2012,47675001.8
12031,DUVAL,FL,2013,46780760
12031,DUVAL,FL,2014,46004410
48131,DUVAL,TX,2006,46900
48131,DUVAL,TX,2007,61900
48131,DUVAL,TX,2008,49500
48131,DUVAL,TX,2009,59200
48131,DUVAL,TX,2010,93500
48131,DUVAL,TX,2011,136300
48131,DUVAL,TX,2012,135470
48131,DUVAL,TX,2013,147110
48131,DUVAL,TX,2014,106400
47045,DYER,TN,2006,1702805
47045,DYER,TN,2007,2234920
47045,DYER,TN,2008,2578220
47045,DYER,TN,2009,2911910
47045,DYER,TN,2010,3342810
47045,DYER,TN,2011,3072330
47045,DYER,TN,2012,3116490
47045,DYER,TN,2013,3192380
47045,DYER,TN,2014,3128620
08037,EAGLE,CO,2006,990474
08037,EAGLE,CO,2007,1102833
08037,EAGLE,CO,2008,1244933
08037,EAGLE,CO,2009,1371715
08037,EAGLE,CO,2010,1453880
08037,EAGLE,CO,2011,1494844
08037,EAGLE,CO,2012,1582654
08037,EAGLE,CO,2013,1447874
08037,EAGLE,CO,2014,1460300
13099,EARLY,GA,2006,154800
13099,EARLY,GA,2007,221200
13099,EARLY,GA,2008,239930
13099,EARLY,GA,2009,243300
13099,EARLY,GA,2010,256720
13099,EARLY,GA,2011,300880
13099,EARLY,GA,2012,333600
13099,EARLY,GA,2013,374160
13099,EARLY,GA,2014,404000
22033,EAST BATON ROUGE,LA,2006,16903125
22033,EAST BATON ROUGE,LA,2007,19328658
22033,EAST BATON ROUGE,LA,2008,21416195
22033,EAST BATON ROUGE,LA,2009,20547655
22033,EAST BATON ROUGE,LA,2010,19571770
22033,EAST BATON ROUGE,LA,2011,20388500
22033,EAST BATON ROUGE,LA,2012,21024254
22033,EAST BATON ROUGE,LA,2013,20192344
22033,EAST BATON ROUGE,LA,2014,18750849
22035,EAST CARROLL,LA,2006,102730
22035,EAST CARROLL,LA,2007,115790
22035,EAST CARROLL,LA,2008,128760
22035,EAST CARROLL,LA,2009,162150
22035,EAST CARROLL,LA,2010,174180
22035,EAST CARROLL,LA,2011,177620
22035,EAST CARROLL,LA,2012,239290
22035,EAST CARROLL,LA,2013,195400
22035,EAST CARROLL,LA,2014,204140
22037,EAST FELICIANA,LA,2006,363390
22037,EAST FELICIANA,LA,2007,400710
22037,EAST FELICIANA,LA,2008,429100
22037,EAST FELICIANA,LA,2009,406550
22037,EAST FELICIANA,LA,2010,427100
22037,EAST FELICIANA,LA,2011,461340
22037,EAST FELICIANA,LA,2012,442260
22037,EAST FELICIANA,LA,2013,406100
22037,EAST FELICIANA,LA,2014,409500
48133,EASTLAND,TX,2006,723690
48133,EASTLAND,TX,2007,766550
48133,EASTLAND,TX,2008,833890
48133,EASTLAND,TX,2009,1038840
48133,EASTLAND,TX,2010,1054330
48133,EASTLAND,TX,2011,1277140
48133,EASTLAND,TX,2012,1318760
48133,EASTLAND,TX,2013,1264850
48133,EASTLAND,TX,2014,1119800
26045,EATON,MI,2006,3157340
26045,EATON,MI,2007,3566850
26045,EATON,MI,2008,4013170
26045,EATON,MI,2009,4319360
26045,EATON,MI,2010,4509610
26045,EATON,MI,2011,5100150
26045,EATON,MI,2012,5154065
26045,EATON,MI,2013,5057610
26045,EATON,MI,2014,5273192
55035,EAU CLAIRE,WI,2006,2288500
55035,EAU CLAIRE,WI,2007,2401310
55035,EAU CLAIRE,WI,2008,2553960
55035,EAU CLAIRE,WI,2009,2669490
55035,EAU CLAIRE,WI,2010,2916640
55035,EAU CLAIRE,WI,2011,3180030
55035,EAU CLAIRE,WI,2012,3171590
55035,EAU CLAIRE,WI,2013,3188400
55035,EAU CLAIRE,WI,2014,3257100
48135,ECTOR,TX,2006,4339790
48135,ECTOR,TX,2007,5119778
48135,ECTOR,TX,2008,5420710
48135,ECTOR,TX,2009,5636070
48135,ECTOR,TX,2010,5847028
48135,ECTOR,TX,2011,6470680
48135,ECTOR,TX,2012,6993150
48135,ECTOR,TX,2013,6966110
48135,ECTOR,TX,2014,6124950
38027,EDDY,ND,2006,18400
38027,EDDY,ND,2007,24200
38027,EDDY,ND,2008,32800
38027,EDDY,ND,2009,38500
38027,EDDY,ND,2010,46500
38027,EDDY,ND,2011,55900
38027,EDDY,ND,2012,75700
38027,EDDY,ND,2013,77600
38027,EDDY,ND,2014,78780
35015,EDDY,NM,2006,1515000
35015,EDDY,NM,2007,1839710
35015,EDDY,NM,2008,2098970
35015,EDDY,NM,2009,2382990
35015,EDDY,NM,2010,2742180
35015,EDDY,NM,2011,3082750
35015,EDDY,NM,2012,3273830
35015,EDDY,NM,2013,3145660
35015,EDDY,NM,2014,3281140
17045,EDGAR,IL,2006,352000
17045,EDGAR,IL,2007,446800
17045,EDGAR,IL,2008,508700
17045,EDGAR,IL,2009,583700
17045,EDGAR,IL,2010,612800
17045,EDGAR,IL,2011,771650
17045,EDGAR,IL,2012,799490
17045,EDGAR,IL,2013,930900
17045,EDGAR,IL,2014,967700
37065,EDGECOMBE,NC,2006,935560
